Time,daily_prectotland
2019-01-01,0.2964583333333333
2019-01-02,0.15829166666666666
2019-01-03,0.5536666666666666
2019-01-04,1.3274166666666667
2019-01-05,0.006958333333333334
2019-01-06,8.333333333333333e-05
2019-01-07,0.0
2019-01-08,0.004333333333333333
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.12904166666666667
2019-01-13,0.44025
2019-01-14,0.001
2019-01-15,4.1666666666666665e-05
2019-01-16,0.00037500000000000006
2019-01-17,0.177875
2019-01-18,0.015166666666666667
2019-01-19,0.5590416666666668
2019-01-20,0.7401666666666666
2019-01-21,0.0
2019-01-22,0.0
2019-01-23,0.17429166666666665
2019-01-24,1.6815833333333332
2019-01-25,0.0
2019-01-26,0.0
2019-01-27,0.0
2019-01-28,0.0
2019-01-29,0.13383333333333333
2019-01-30,0.00037500000000000006
2019-01-31,0.0
2019-02-01,0.00025
2019-02-02,0.00025
2019-02-03,0.03491666666666667
2019-02-04,0.00016666666666666666
2019-02-05,0.029708333333333333
2019-02-06,0.03908333333333334
2019-02-07,0.012833333333333334
2019-02-08,0.027125
2019-02-09,0.0028750000000000004
2019-02-10,0.033874999999999995
2019-02-11,0.12762500000000002
2019-02-12,0.8623333333333333
2019-02-13,0.0014583333333333332
2019-02-14,0.00037500000000000006
2019-02-15,0.07258333333333333
2019-02-16,0.3414166666666667
2019-02-17,0.22095833333333334
2019-02-18,0.23970833333333333
2019-02-19,0.7001666666666667
2019-02-20,0.529
2019-02-21,1.15775
2019-02-22,0.38275
2019-02-23,0.10541666666666666
2019-02-24,0.32158333333333333
2019-02-25,0.0
2019-02-26,0.0010833333333333335
2019-02-27,0.029833333333333333
2019-02-28,0.4131666666666667
2019-03-01,0.13245833333333332
2019-03-02,0.006666666666666667
2019-03-03,1.25625
2019-03-04,0.006833333333333334
2019-03-05,0.005541666666666667
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,0.037375
2019-03-09,0.194375
2019-03-10,0.08920833333333333
2019-03-11,0.11308333333333333
2019-03-12,0.0
2019-03-13,0.00025
2019-03-14,0.028625
2019-03-15,0.6103333333333333
2019-03-16,0.0
2019-03-17,0.00037500000000000006
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,4.1666666666666665e-05
2019-03-22,0.0
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.17929166666666665
2019-03-26,0.11183333333333334
2019-03-27,0.05733333333333334
2019-03-28,0.0
2019-03-29,0.0
2019-03-30,0.0007916666666666666
2019-03-31,0.18904166666666666
2019-04-01,0.0
2019-04-02,0.004583333333333333
2019-04-03,0.0
2019-04-04,0.003875
2019-04-05,0.32695833333333335
2019-04-06,0.15558333333333332
2019-04-07,0.5750416666666667
2019-04-08,0.10645833333333334
2019-04-09,0.40054166666666663
2019-04-10,0.008499999999999999
2019-04-11,0.0006666666666666666
2019-04-12,0.04608333333333334
2019-04-13,0.014583333333333332
2019-04-14,1.0515416666666668
2019-04-15,0.011999999999999999
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.049999999999999996
2019-04-19,3.2729166666666667
2019-04-20,0.077875
2019-04-21,0.0003333333333333333
2019-04-22,0.000625
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0013750000000000001
2019-04-26,0.12258333333333332
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.016833333333333332
2019-05-02,0.013083333333333334
2019-05-03,0.026375
2019-05-04,0.3594166666666667
2019-05-05,0.1975
2019-05-06,0.0017916666666666669
2019-05-07,0.0
2019-05-08,0.0015416666666666667
2019-05-09,0.33445833333333336
2019-05-10,0.24475
2019-05-11,0.47412499999999996
2019-05-12,0.552625
2019-05-13,0.0195
2019-05-14,0.0
2019-05-15,0.0012916666666666667
2019-05-16,0.018625
2019-05-17,0.07666666666666667
2019-05-18,0.0005
2019-05-19,0.00016666666666666666
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,8.333333333333333e-05
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0004583333333333333
2019-06-01,0.0
2019-06-02,0.041166666666666664
2019-06-03,0.059541666666666666
2019-06-04,0.0
2019-06-05,0.021375
2019-06-06,0.236125
2019-06-07,0.591375
2019-06-08,1.2534583333333333
2019-06-09,1.6565833333333335
2019-06-10,0.3402083333333333
2019-06-11,0.07854166666666666
2019-06-12,0.24195833333333336
2019-06-13,0.008749999999999999
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0007083333333333334
2019-06-17,0.051125000000000004
2019-06-18,0.3315416666666667
2019-06-19,0.4117916666666666
2019-06-20,0.10833333333333334
2019-06-21,0.015125
2019-06-22,0.249125
2019-06-23,0.13195833333333334
2019-06-24,0.07341666666666667
2019-06-25,0.16191666666666668
2019-06-26,0.03858333333333334
2019-06-27,0.005333333333333333
2019-06-28,0.007541666666666666
2019-06-29,0.04608333333333334
2019-06-30,0.036833333333333336
2019-07-01,0.017499999999999998
2019-07-02,0.0065
2019-07-03,0.012208333333333333
2019-07-04,0.035708333333333335
2019-07-05,0.24833333333333332
2019-07-06,0.3465416666666667
2019-07-07,0.08391666666666668
2019-07-08,0.107375
2019-07-09,0.10316666666666667
2019-07-10,0.022208333333333333
2019-07-11,0.14104166666666665
2019-07-12,0.25637499999999996
2019-07-13,0.21295833333333333
2019-07-14,0.04670833333333333
2019-07-15,0.0032083333333333334
2019-07-16,0.0028749999999999995
2019-07-17,0.07629166666666666
2019-07-18,0.10212500000000001
2019-07-19,0.5113333333333333
2019-07-20,0.330125
2019-07-21,0.08208333333333333
2019-07-22,0.05908333333333333
2019-07-23,0.3695
2019-07-24,0.00125
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0004166666666666667
2019-07-28,0.0004166666666666667
2019-07-29,0.026083333333333333
2019-07-30,0.12083333333333333
2019-07-31,0.13429166666666667
2019-08-01,0.10779166666666667
2019-08-02,0.509875
2019-08-03,0.3642083333333333
2019-08-04,0.22991666666666666
2019-08-05,0.24733333333333332
2019-08-06,0.011041666666666667
2019-08-07,0.03954166666666666
2019-08-08,0.078625
2019-08-09,0.005291666666666667
2019-08-10,0.13241666666666665
2019-08-11,0.028208333333333332
2019-08-12,0.00525
2019-08-13,0.17058333333333334
2019-08-14,0.20270833333333335
2019-08-15,0.08424999999999999
2019-08-16,8.333333333333333e-05
2019-08-17,0.0
2019-08-18,0.0017083333333333334
2019-08-19,0.07504166666666666
2019-08-20,0.022625000000000003
2019-08-21,0.014833333333333332
2019-08-22,0.05341666666666667
2019-08-23,0.061
2019-08-24,0.147125
2019-08-25,0.20062500000000003
2019-08-26,0.26658333333333334
2019-08-27,0.283
2019-08-28,0.010333333333333333
2019-08-29,0.0
2019-08-30,0.00425
2019-08-31,0.008708333333333334
2019-09-01,0.08862500000000001
2019-09-02,0.0014583333333333332
2019-09-03,0.00025
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,0.0005
2019-09-10,0.1155
2019-09-11,0.07162500000000001
2019-09-12,0.0
2019-09-13,0.0185
2019-09-14,0.196125
2019-09-15,0.00125
2019-09-16,0.0
2019-09-17,0.011625000000000002
2019-09-18,0.0013333333333333333
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0030833333333333333
2019-09-27,0.043250000000000004
2019-09-28,0.20837499999999998
2019-09-29,0.0
2019-09-30,0.000125
2019-10-01,0.0067083333333333335
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.018666666666666668
2019-10-06,0.013958333333333335
2019-10-07,0.002333333333333333
2019-10-08,0.02316666666666667
2019-10-09,0.00375
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.012499999999999999
2019-10-13,0.10037499999999999
2019-10-14,0.09379166666666666
2019-10-15,0.24329166666666668
2019-10-16,0.3383333333333333
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,1.5110416666666666
2019-10-20,0.313125
2019-10-21,0.0012916666666666667
2019-10-22,0.21020833333333333
2019-10-23,0.003625
2019-10-24,0.0
2019-10-25,0.511375
2019-10-26,0.27070833333333333
2019-10-27,0.23579166666666665
2019-10-28,0.007124999999999999
2019-10-29,0.16808333333333333
2019-10-30,1.0905416666666665
2019-10-31,0.511875
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0060416666666666665
2019-11-06,0.0
2019-11-07,0.12520833333333334
2019-11-08,0.48012499999999997
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.5246666666666667
2019-11-13,0.0
